ID,species,sex,,how_sexed,location,lat,lon,,,ele,date,time,band,age,,how_aged,breeding,Throat_extent_yellow,Throat_saturation_yellow,Throat_white_corners,Auricular_extent,Auricular_saturation,SPOT,LINE,TAIL,Wing_patch,paper,buffer,fecal,chord,tail,tarsus,Bill_Culmen,Bill_Width,Bill_Depth,W1,W2,weight
CE29D08,AUWA,M,Male,Cloaca,Snaring,53.01069,-118.09115,53:00:38,-118:05:28,1024,5/31/23,21:20:00,279000752,ASY,After Second Year,,CP,80,100,100,40,15,30,5,D,0,y,y,n,74.5,57,18.76,7.15,3.32,3.16,38,26,12
CE30D01,MYWA,M,Male,Cloaca,Snaring,53.03637,-118.12207,53:02:11,-118:07:19,1033,5/31/23,7:40:00,279000753,ASY,After Second Year,,CP,10,5,90,100,80,50,50,D,0,y,y,y,73,59,19.56,7.2,3.54,3.23,37.5,25.5,12
CE30D02,MYWA,M,Male,Cloaca,Snaring,53.03637,-118.12207,53:02:11,-118:07:19,1033,5/31/23,8:00:00,279000754,ASY,After Second Year,,CP,10,2,50,70,30,100,90,D,0,y,y,n,74,58.5,19.03,7.11,3.17,3.15,37,25.5,11.5
CE30D04,MYWA,M,Male,Cloaca,Snaring,53.04049,-118.12259,53:02:26,-118:07:21,1033,5/31/23,9:24:00,279000755,SY,Second Year,,CP,0,0,100,100,60,90,80,D,0,y,y,y,69,53.5,18.6,7.82,3.45,3.2,37.5,25,12.5
CE30D05,MYWA,M,Male,Cloaca,Snaring,53.04049,-118.12259,53:02:26,-118:07:21,1033,5/31/23,9:30:00,279000756,ASY,After Second Year,,CP,0,0,80,80,30,80,15,F,50,y,y,n,75,55.5,19,6.9,3.33,3.23,38.5,26.5,12
CE30D06,MYWA,M,Male,Cloaca,Snaring,53.04049,-118.12259,53:02:26,-118:07:21,1033,5/31/23,9:40:00,279000757,ASY,After Second Year,,CP,5,2,100,100,70,100,100,F,50,y,y,n,72,57,18.86,7.46,3.44,3.15,38,26,12
CE31D01,MYWA,M,Male,Cloaca,Snaring,53.04193,-118.12261,53:02:31,-118:07:21,1039,6/1/23,6:00:00,279000758,ASY,After Second Year,,CP,10,10,100,100,60,100,25,D,0,y,y,n,74.5,58.5,18.68,6.94,3.48,3.01,37.5,25.5,12
CE31D02,MYWA,F,Female,Brood Patch,Snaring,53.04193,-118.12261,53:02:31,-118:07:21,1039,6/1/23,6:20:00,279000759,ASY,After Second Year,,BP,0,0,100,0,0,100,100,D,NA,y,n,n,73,57,18.94,6.84,3.52,3.06,40.5,26,14.5
CE31D03,AUWA,M,Male,Cloaca,Red_Pass_Junction,52.99257,-119.55036,52:59:33,-119:33:01,783,6/1/23,15:00:00,279000760,SY,Second Year,,CP,100,100,5,25,80,15,2,E2,100,y,y,n,72,56,17.65,7.06,3.46,3.19,37,25,12
CE31D04,AUWA,M,Male,Cloaca,Red_Pass_Junction,52.99257,-119.55035,52:59:33,-119:33:01,783,6/1/23,15:15:00,279000761,SY,Second Year,,CP,95,100,5,5,10,60,5,E2,50,y,y,y,72,55,18.42,7.69,3.52,3.25,38.5,25.5,13
CF02D01,UYRW,M,Male,Cloaca,Pyramid_Lake,52.92524,-118.08759,52:55:31,-118:05:15,1211,6/3/23,6:00:00,279000762,SY,Second Year,,CP,95,100,60,5,5,100,50,E,0,y,y,n,72,53,17.89,7.2,3.08,3.02,,,
CF02D02,UYRW,M,Male,Cloaca,Pyramid_Lake,52.92524,-118.08759,52:55:31,-118:05:15,1211,6/3/23,6:30:00,279000763,ASY,After Second Year,,CP,50,40,5,5,10,5,0,F,0,y,y,n,76,59,19.19,7.12,3.34,3.04,37.5,25.5,12
CF02D03,UYRW,M,Male,Cloaca,Pyramid_Lake,52.92524,-118.08759,52:55:31,-118:05:15,1211,6/3/23,6:50:00,279000764,ASY,After Second Year,,CP,50,10,5,70,60,70,20,E,50,y,y,n,74,59,19.53,7.46,3.25,3.18,37.5,26,11.5
CF02D04,MYWA,F,Female,Brood Patch,Pyramid_Lake,52.92524,-118.08759,52:55:31,-118:05:15,1211,6/3/23,7:30:00,279000765,ASY,After Second Year,,BP,0,0,100,0,0,20,5,D,NA,y,n,n,71,54,17.85,6.93,3.13,2.98,31.5,18.5,13
CF02D05,UYRW,M,Male,Cloaca,Pyramid_Lake,52.92541,-118.07892,52:55:31,-118:04:44,1198,6/3/23,8:00:00,279000766,ASY,After Second Year,,CP,100,100,60,5,10,70,100,F,100,y,y,y,78,59,18.81,7.84,3.62,3.49,38,26,12
CF02D06,MYWA,M,Male,Cloaca,Pyramid_Lake,52.92541,-118.07892,52:55:31,-118:04:44,1198,6/3/23,8:20:00,279000767,ASY,After Second Year,,CP,10,5,100,100,70,30,5,NA,0,y,y,n,73,59,19.26,7.4,3.11,3.07,38.5,27,11.5
CF02D07,MYWA,F,Female,Brood Patch,Pyramid_Lake,52.92541,-118.07892,52:55:31,-118:04:44,1198,6/3/23,8:30:00,279000768,AHY,After Hatching Year,,BP,0,0,70,0,0,2,5,D,NA,y,n,n,70,55,19.38,7.09,3.28,3.1,39.5,26,13.5
CF05D01,MYWA,F,Female,Brood Patch,Ghost,51.40492,-115.05418,51:24:18,-115:03:15,1523,6/7/23,21:00:00,279000769,SY,Second Year,,BP,0,0,100,0,0,60,30,D,NA,y,n,y,73,55,19.14,7.45,3.03,3.17,39.5,25.5,14
CF05D02,UYRW,M,Male,Cloaca,Ghost,51.40492,-115.05418,51:24:18,-115:03:15,1523,6/7/23,21:20:00,279000770,SY,Second Year,,CP,30,20,90,80,70,100,80,E,,y,y,y,73,57,19.15,7.52,3.3,3.16,38,25,13
CF05D03,UYRW,M,Male,Cloaca,Ghost,51.40492,-115.05418,51:24:18,-115:03:15,1523,6/7/23,21:30:00,279000771,ASY,After Second Year,,CP,90,95,100,80,20,30,100,D,,y,y,y,73,57,18.9,7.46,3.9,3.39,39.5,25.5,14
CF06D01,UYRW,M,Male,Cloaca,Ghost,51.40424,-115.05848,51:24:15,-115:03:31,1537,6/7/23,7:00:00,279000772,ASY,After Second Year,,CP,40,50,100,70,50,0,0,E,0,y,y,n,74,57,19.27,7.59,3.2,2.9,37,25.5,11.5
CF06D02,MYWA,F,Female,Brood Patch,Ghost,51.40577,-115.04471,51:24:21,-115:02:41,1516,6/7/23,7:40:00,279000773,SY,Second Year,,BP,0,0,20,0,0,60,80,D,NA,y,n,n,76,52.5,18.28,7.13,3.3,2.87,38,25,13
CF06D03,UYRW,M,Male,Cloaca,Ghost,51.40577,-115.04471,51:24:21,-115:02:41,1516,6/7/23,8:00:00,279000774,ASY,After Second Year,,CP,20,30,50,90,40,10,5,E2,0,y,y,y,74.5,55.5,18.49,8,3.51,3.04,37,25,12
CF06D04,MYWA,M,Male,Cloaca,Ghost,51.40577,-115.04471,51:24:21,-115:02:41,1516,6/7/23,8:00:00,279000775,ASY,After Second Year,,CP,15,5,100,100,90,100,100,E2,50,y,y,n,76.5,56,19.21,7.14,3.31,3,38.5,26.5,12
CF06D05,UYRW,M,Male,Cloaca,Ghost,51.40291,-115.04005,51:24:10,-115:02:24,1494,6/7/23,9:15:00,279000776,SY,Second Year,,CP,20,20,100,80,90,30,100,D,50,y,y,n,72.5,55.5,19.4,7.28,3.13,3.11,,,
CF06D06,MYWA,M,Male,Cloaca,Ghost,51.4045,-115.03551,51:24:16,-115:02:08,1511,6/7/23,10:00:00,279000777,ASY,After Second Year,,CP,20,5,100,100,100,90,100,E,0,y,y,n,75.5,58,18.92,7.62,3.21,2.99,38,25.5,12.5
CF06D07,MYWA,M,Male,Cloaca,Ghost,51.4045,-115.03551,51:24:16,-115:02:08,1511,6/7/23,10:20:00,279000778,SY,Second Year,,CP,10,2,100,100,50,100,40,D,0,y,y,y,72,56,18.97,7.11,3.55,3.09,38.5,26.5,12
CF06D08,MYWA,M,Male,Cloaca,Ghost,51.4033,-115.02676,51:24:12,-115:01:36,1501,6/8/23,11:00:00,279000779,SY,Second Year,,CP,0,0,100,100,90,100,100,D,0,y,y,n,70,56,17.9,7.04,3.14,2.98,36.5,25,11.5
CF06D09,MYWA,F,Female,Brood Patch,Ghost,51.40331,-115.02676,51:24:12,-115:01:36,1501,6/9/23,11:30:00,279000780,ASY,After Second Year,,BP,0,0,20,0,0,20,10,D,NA,y,n,n,68,52.5,16.99,6.76,3.23,3.02,36.5,26,10.5
CF08D01,MYWA,M,Male,Cloaca,Sundre,51.70769,-114.80498,51:42:28,-114:48:18,1235,6/9/23,6:00:00,279000781,SY,Second Year,,CP,10,5,100,100,80,100,50,E,0,y,y,n,72,57.5,18.31,7.09,3.48,3.07,36,26,10
CF08D02,MYWA,M,Male,Cloaca,Sundre,51.70757,-114.80973,51:42:27,-114:48:35,1239,6/9/23,6:40:00,279000782,SY,Second Year,,CP,0,0,80,0,50,5,5,D,0,y,y,n,71.5,55,19.15,7.5,3.26,3.21,38,26,12
CF08D03,MYWA,M,Male,Cloaca,Sundre,51.70757,-114.80973,51:42:27,-114:48:35,1239,6/9/23,7:00:00,279000783,ASY,After Second Year,,CP,0,0,100,100,95,20,5,E,0,y,y,y,73,57,17.89,7.33,3.34,3.14,37,25.5,11.5
CF08D04,MYWA,F,Female,Brood Patch,Sundre,51.70757,-114.80973,51:42:27,-114:48:35,1239,6/9/23,7:00:00,279000784,SY,Second Year,,BP,0,0,100,0,0,70,60,D,NA,y,n,n,67,53,18.89,7.19,3.25,3.16,37.5,26,11.5
CF08D05,MYWA,M,Male,Cloaca,Sundre,51.70773,-114.81514,51:42:28,-114:48:55,1207,6/9/23,7:10:00,279000785,SY,Second Year,,CP,0,0,100,100,70,100,100,D,,y,y,n,75.5,56,18.85,7.53,3.42,3.07,37.5,25.5,12
CF08D06,MYWA,F,Female,Brood Patch,Sundre,51.70773,-114.81514,51:42:28,-114:48:55,1207,6/9/23,7:10:00,279000786,SY,Second Year,,BP,0,0,100,0,0,100,5,D,NA,y,n,y,67,52.5,18.21,7.14,3.87,3.1,,,
CF08D07,MYWA,M,Male,Cloaca,Sundre,51.70766,-114.82116,51:42:28,-114:49:16,1199,6/9/23,9:40:00,279000787,SY,Second Year,,CP,25,10,100,100,60,40,20,D,0,y,y,y,71.5,55,18.76,6.54,3.52,3.18,37,26,11
CF08D08,MYWA,M,Male,Cloaca,Sundre,51.70577,-114.81469,51:42:21,-114:48:53,1205,6/9/23,12:00:00,279000788,ASY,After Second Year,,CP,0,0,100,100,80,100,100,D,,y,y,n,73,54,19.05,7.14,3.47,3.2,38.5,25.5,13
CF08D09,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46584,-115.09713,52:27:57,-115:05:50,989,6/9/23,15:40:00,279000789,ASY,After Second Year,,CP,20,10,100,80,60,5,90,E,50,y,y,n,72,57,18.15,7.09,3.24,3.13,38.5,27,11.5
CF08D10,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46584,-115.09713,52:27:57,-115:05:50,989,6/9/23,16:00:00,279000790,ASY,After Second Year,,CP,10,5,80,100,30,90,5,F,50,y,y,n,,,,,,,38,25,13
CF09D01,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46918,-115.11675,52:28:09,-115:07:00,987,6/10/23,7:00:00,279000791,SY,Second Year,,CP,0,0,100,100,40,30,100,D,50,y,y,y,71.5,55.5,17.65,7.02,3.08,3.06,,,
CF09D02,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.47143,-115.11624,52:28:17,-115:06:58,984,6/10/23,8:00:00,279000792,SY,Second Year,,CP,0,0,100,90,40,90,70,E,0,y,y,y,71,54,18.43,6.86,3.5,3.28,37.5,26,11.5
CF09D03,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.47143,-115.11624,52:28:17,-115:06:58,984,6/10/23,8:15:00,279000793,AHY,After Hatching Year,,CP,0,0,60,100,100,5,60,D,0,y,y,n,71,54.5,17.37,7.32,3.44,3.08,38.5,26.5,12
CF09D04,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46772,-115.11444,52:28:04,-115:06:52,999,6/10/23,9:30:00,279000794,ASY,After Second Year,,CP,0,0,100,90,90,100,60,D,0,y,y,n,71.5,55,18.62,7.07,3.3,3.3,38.5,25.5,13
CF09D05,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46772,-115.11444,52:28:04,-115:06:52,999,6/10/23,9:40:00,279000795,ASY,After Second Year,,CP,0,0,100,100,30,100,90,E,0,y,y,n,75,61,19.2,6.75,3.28,3.4,38.5,25.5,13
CF09D06,MYWA,F,Female,Brood Patch,Rocky_Mountain_House,52.46772,-115.11444,52:28:04,-115:06:52,999,6/10/23,10:00:00,279000796,SY,Second Year,,BP,0,0,100,0,0,10,5,D,NA,y,n,n,70.5,54,18.3,6.66,3.57,3.34,38.5,26,12.5
CF09D07,MYWA,M,Male,Cloaca,Rocky_Mountain_House,52.46304,-115.11474,52:27:47,-115:06:53,1007,6/10/23,11:00:00,279000797,ASY,After Second Year,,CP,15,5,80,100,15,2,20,E,0,y,y,n,76,57,18.51,7.24,3.28,3.25,38,26,12
CF11D01,MYWA,M,Male,Cloaca,Fawcett_Lake,55.30131,-114.06225,55:18:05,-114:03:44,696,6/12/23,5:30:00,279000798,ASY,After Second Year,,CP,0,0,100,100,95,100,60,D,0,y,y,n,74,56,19.07,7.35,3.53,3.39,38,25.5,12.5
CF11D02,MYWA,M,Male,Cloaca,Fawcett_Lake,55.30057,-114.06267,55:18:02,-114:03:46,638,6/12/23,0:00:00,279000799,AHY,After Hatching Year,,CP,0,0,100,100,95,15,70,D,0,y,y,n,73.5,58.5,18.38,7,3.38,3.08,38,26,12
CF11D03,MYWA,M,Male,Cloaca,Fawcett_Lake,55.30057,-114.06267,55:18:02,-114:03:46,638,6/12/23,6:40:00,279000800,SY,Second Year,,CP,0,0,100,95,95,100,100,D,,y,y,n,71,56,17.59,7.3,3.18,3.18,37,25.5,11.5
CF11D04,MYWA,M,Male,Cloaca,Fawcett_Lake,55.30057,-114.06267,55:18:02,-114:03:46,638,6/12/23,6:40:00,279000801,SY,Second Year,,CP,0,0,100,100,90,80,100,D,0,y,y,n,72,56,18.94,7.43,3.45,3.29,38,26,12
CF11D05,MYWA,M,Male,Cloaca,Fawcett_Lake,55.29432,-114.06145,55:17:40,-114:03:41,653,6/12/23,8:30:00,279000802,ASY,After Second Year,,CP,0,0,100,100,95,90,90,D,0,y,y,n,73.5,57,18.33,7.71,3.34,3.21,37.5,25.5,12
CF11D06,MYWA,M,Male,Cloaca,Fawcett_Lake,55.32981,-114.02812,55:19:47,-114:01:41,645,6/12/23,10:30:00,279000803,ASY,After Second Year,,CP,0,0,100,100,95,5,85,D,0,y,y,n,75,60,18.75,7.09,3.36,3.34,,,
CF12D01,MYWA,M,Male,Cloaca,Fawcett_Lake,55.2973,-114.06475,55:17:50,-114:03:53,635,6/13/23,6:00:00,279000804,ASY,After Second Year,,CP,0,0,100,100,90,90,50,D,0,y,y,n,73.5,59,18.08,6.96,3.28,3.33,37,25.5,11.5
CF12D02,MYWA,M,Male,Cloaca,Fawcett_Lake,55.2973,-114.06475,55:17:50,-114:03:53,635,6/13/23,6:20:00,279000805,AHY,After Hatching Year,,CP,0,0,100,100,95,100,50,C,0,y,y,n,71,54,18.25,7.07,3.44,3.16,38,25.5,12.5
CF12D03,MYWA,M,Male,Cloaca,Fawcett_Lake,55.32949,-114.02041,55:19:46,-114:01:13,655,6/13/23,7:20:00,279000806,ASY,After Second Year,,CP,0,0,100,100,95,100,70,D,,y,y,n,73,56.5,19.08,6.96,3.3,3.26,38.5,26,12.5
CF12D04,MYWA,M,Male,Cloaca,Fawcett_Lake,55.32949,-114.02041,55:19:46,-114:01:13,655,6/13/23,7:20:00,279000807,SY,Second Year,,CP,0,0,90,100,95,80,80,D,0,y,y,y,70,55,17.89,7.39,3.2,3.08,38,26,12
CF12D05,MYWA,M,Male,Cloaca,Grizzly_Trail,54.52472,-115.09235,54:31:29,-115:05:32,850,6/13/23,20:30:00,279000808,SY,Second Year,,CP,0,0,80,90,60,10,50,D,0,y,y,y,70,53,18.34,7.09,3.36,3.23,38,25.5,12.5
CF12D06,MYWA,M,Male,Cloaca,Grizzly_Trail,54.52472,-115.09235,54:31:29,-115:05:32,850,6/13/23,10:30:00,279000809,SY,Second Year,,CP,0,0,100,100,80,90,100,D,0,y,y,y,73.5,57.5,18.65,6.73,3.26,3.02,,,
CF14D01,MYWA,M,Male,Cloaca,Miette,53.19487,-117.19487,53:11:42,-117:11:42,1125,6/15/23,20:00:00,279000810,SY,Second Year,,CP,0,0,100,100,70,100,70,D,0,y,y,y,72,57.5,19.08,6.67,3.05,3,38.5,27,11.5
CF14D02,MYWA,M,,,Miette,53.19487,-117.19487,,,1125,6/15/23,20:00:00,NA,SY,,,CP,0,0,80,80,30,40,10,E,0,y,y,y,70.5,53.5,17.96,6.81,3.38,3.34,38,26.5,11.5
CF15D01,MYWA,M,Male,Cloaca,Miette,53.19539,-117.90358,53:11:43,-117:54:13,1191,6/16/23,5:40,279000811,SY,Second Year,,CP,30,15,30,100,20,5,2,E,50,y,y,n,70,52,19.3,7.05,3.22,3.16,39,27,12
CF15D02,MYWA,M,Male,Cloaca,Miette,53.19539,-117.90358,53:11:43,-117:54:13,1191,6/16/23,6:00:00,279000812,SY,Second Year,,CP,0,0,100,100,70,80,60,D,0,y,y,n,70.5,53.5,19.1,6.96,3.24,3.11,38.5,26.5,12
CF15D03,MYWA,M,Male,Cloaca,Miette,53.18598,-117.88742,53:11:10,-117:53:15,1271,6/16/23,7:15:00,279000813,ASY,After Second Year,,CP,0,0,100,95,85,80,85,E2,0,y,y,n,75,59.5,18.59,7.22,3.52,3.27,39,26.5,12.5
CF15D04,MYWA,M,Male,Cloaca,Miette,53.18598,-117.88742,53:11:10,-117:53:15,1271,6/16/23,7:30:00,279000814,ASY,After Second Year,,CP,0,0,90,70,30,90,40,E,0,y,y,n,72.5,57.5,17.45,6.98,3.17,3.33,38,26.5,11.5
CF15D05,MYWA,M,Male,Cloaca,Miette,53.18598,-117.88742,53:11:10,-117:53:15,1271,6/16/23,7:40:00,279000815,SY,Second Year,,CP,0,0,100,100,80,90,10,C,0,y,y,n,72.5,57.5,18.48,7.21,3.33,3.19,37.5,26,11.5
CF15D06,MYWA,M,Male,Cloaca,Miette,53.18598,-117.88742,53:11:10,-117:53:15,1271,6/16/23,8:00:00,279000816,SY,Second Year,,CP,0,0,90,80,90,50,10,E2,0,y,y,y,73,56,18.92,7.34,3.24,3.12,,,
CF15D07,MYWA,M,Male,Cloaca,Miette,53.17463,-117.82805,53:10:29,-117:49:41,1148,6/16/23,9:00:00,279000817,SY,Second Year,,CP,0,0,100,100,90,100,90,C,0,y,y,n,75,59,18.29,7.34,3.34,3.11,38.5,27,11.5
CF16D01,MYWA,M,Male,Cloaca,Sundance,53.73254,-117.12273,53:43:57,-117:07:22,1028,6/17/23,5:30:00,279000818,ASY,After Second Year,,CP,0,0,100,100,70,100,100,D,0,y,y,n,72,55.5,17.24,7.23,3.3,3.23,39,26,13
CF16D02,MYWA,M,Male,Cloaca,Sundance,53.73254,-117.12273,53:43:57,-117:07:22,1028,6/17/23,5:30:00,279000819,SY,Second Year,,CP,0,0,100,80,40,20,10,D,0,y,y,n,70,55,18.55,7.15,3.45,3.07,38,25.5,12.5
CF16D03,MYWA,F,Female,Brood Patch,Sundance,53.73254,-117.12273,53:43:57,-117:07:22,1028,6/17/23,6:20:00,279000820,SY,Second Year,,BP,0,0,100,0,0,20,20,C,NA,y,n,n,70,55,19.45,7.07,3.35,3.4,38,26,12
CF16D04,MYWA,M,Male,Cloaca,Sundance,53.73254,-117.12273,53:43:57,-117:07:22,1028,6/17/23,6:30:00,279000821,SY,Second Year,,CP,0,0,100,100,100,90,40,C,0,y,y,n,70,56.5,19.55,7.48,3.36,3.45,39,26.5,12.5
CF16D05,MYWA,M,Male,Cloaca,Sundance,53.73616,-117.11951,53:44:10,-117:07:10,1022,6/17/23,7:40:00,279000822,ASY,After Second Year,,CP,5,2,100,100,60,100,30,D,0,y,y,n,76,57.5,19.62,7.03,3.45,3.25,38,26,12
CF16D06,MYWA,M,Male,Cloaca,Sundance,53.73895,-117.11616,53:44:20,-117:06:58,1019,6/17/23,10:30:00,279000823,ASY,After Second Year,,CP,0,0,70,100,50,80,70,D,0,y,y,n,71,54,17.44,7.32,3.28,3.22,39,26,13
CF16D07,MYWA,F,Female,Brood Patch,Sundance,53.73895,-117.11616,53:44:20,-117:06:58,1019,6/17/23,10:30:00,279000824,SY,Second Year,,BP,0,0,90,0,0,0,10,C,NA,y,n,n,67,53,19.25,7.05,3.15,3.08,39.5,27,12.5
CF16D08,MYWA,M,Male,Cloaca,Sundance,53.73895,-117.11616,53:44:20,-117:06:58,1019,6/17/23,10:30:00,279000825,SY,Second Year,,CP,0,0,100,100,30,100,90,D,0,y,y,y,73,56.5,18.67,7.04,3.53,3.28,39,26.5,12.5
CF16D09,MYWA,M,Male,Cloaca,Sundance,53.73895,-117.11616,53:44:20,-117:06:58,1019,6/17/23,10:45:00,279000826,AHY,After Hatching Year,,CP,0,0,100,100,95,90,100,C,0,y,y,n,71,58,18.47,6.91,3.29,3.19,39,27,12
CF16D10,MYWA,M,Male,Cloaca,Sundance,53.76015,-117.04603,53:45:37,-117:02:46,1044,6/17/23,14:00:00,279000827,ASY,After Second Year,,CP,0,0,90,90,80,90,40,E2,0,y,y,n,74,55.5,18.55,7.49,3.61,3.33,38,25.5,12.5
CF17D01,MYWA,M,Male,Cloaca,McLeod,54.27496,-115.70156,54:16:30,-115:42:06,854,6/18/23,6:30:00,279000828,ASY,After Second Year,,CP,30,20,100,100,95,95,100,F,,y,y,n,75,57,19.01,7.35,3.46,3.16,38,26,12
CF20D01,AUWA,M,Male,Cloaca,Peter_Lougheed,50.70338,-115.1211,50:42:12,-115:07:16,1626,6/21/23,11:40:00,279000829,SY,Second Year,,CP,100,100,20,0,0,0,2,E2,50,y,y,n,72.5,57,,,,,,,
CF20D02,AUWA,M,Male,Cloaca,Peter_Lougheed,50.70338,-115.1211,50:42:12,-115:07:16,1626,6/21/23,11:50:00,279000830,AHY,After Hatching Year,,CP,85,85,100,100,20,15,2,E,0,y,y,n,75.5,56,,,,,38.5,26,12.5
CF20D03,AUWA,F,Female,Brood Patch,Peter_Lougheed,50.70338,-115.1211,50:42:12,-115:07:16,1626,6/21/23,12:00:00,279000831,ASY,After Second Year,,BP,65,70,20,0,0,10,0,E,NA,y,y,y,69,52.5,,,,,40.5,27,13.5
CF20D04,AUWA,M,Male,Cloaca,Evan_Thomas,50.89293,-115.13427,50:53:35,-115:08:03,1531,6/21/23,16:25:00,279000833,SY,Second Year,,CP,95,100,30,70,15,20,30,F,0,y,y,y,73,59,18.83,7.43,3.5,3.1,38,26,12
CF20D05,AUWA,F,Female,Brood Patch,Evan_Thomas,50.89374,-115.1334,50:53:37,-115:08:00,1508,6/21/23,16:30:00,279000832,SY,Second Year,,BP,20,15,0,0,0,0,0,D,NA,y,y,y,69,50.5,18.7,7,3.62,3.14,39.5,27,12.5
CF20D06,AUWA,M,Male,Cloaca,Evan_Thomas,50.89374,-115.1334,50:53:37,-115:08:00,1508,6/21/23,16:40:00,279000834,SY,Second Year,,CP,80,70,0,70,20,0,0,E,50,y,y,y,75,57,18.98,7.33,3.65,3.11,39,26,13
CF22D01,AUWA,M,Male,Cloaca,Waterton,49.00598,-113.66522,49:00:22,-113:39:55,1565,6/21/23,8:30:00,279000835,ASY,After Second Year,,CP,100,100,0,80,100,0,0,E2,100,y,y,n,77,58.5,18.71,7.53,3.36,3.24,38.5,26,12.5
CF22D02,AUWA,M,Male,Cloaca,Waterton,49.02912,-113.68134,49:01:45,-113:40:53,1378,6/23/23,9:30:00,279000836,SY,Second Year,,CP,100,100,0,0,0,0,0,E,100,y,y,y,74,55.5,19.51,7.56,3.23,3.23,40,27,13
CF23D01,AUWA,F,Female,Brood Patch,Waterton,49.03658,-113.68146,49:02:12,-113:40:53,1383,6/24/23,6:50:00,279000837,ASY,After Second Year,,BP,65,80,0,0,0,30,0,E2,NA,y,y,n,72,55.5,18.7,7.63,3.36,3.31,38.5,26,12.5
CF23D02,AUWA,M,Male,Cloaca,Waterton,49.03658,-113.68146,49:02:12,-113:40:53,1383,6/24/23,7:15:00,279000838,AHY,After Hatching Year,,CP,100,100,0,80,5,0,0,E2,100,y,y,n,75,58,19.17,7.4,3.48,3.44,38,26,12
CF23D03,AUWA,M,Male,Cloaca,Waterton,49.0761,-113.79132,49:04:34,-113:47:29,1512,6/24/23,8:45:00,279000839,ASY,After Second Year,,CP,100,100,50,60,5,0,0,E2,100,y,y,y,77,58,19.31,7.37,3.49,3.37,38,26,12
CF23D04,AUWA,M,Male,Cloaca,Waterton,49.0761,-113.79132,49:04:34,-113:47:29,1512,6/24/23,8:45:00,279000840,ASY,After Second Year,,CP,100,100,10,20,70,0,2,E,100,y,y,n,75,58,19.69,7.3,3.24,3.18,37.5,25.5,12
CF23D05,AUWA,F,Female,Brood Patch,Waterton,49.0761,-113.79132,49:04:34,-113:47:29,1512,6/24/23,9:05:00,279000841,SY,Second Year,,BP,100,100,0,0,0,0,0,E2,NA,y,y,y,73.5,57,18.48,7.41,3.27,3.19,39,26,13
CF23D06,AUWA,M,Male,Cloaca,Crowsnest,49.66006,-114.48129,49:39:36,-114:28:53,1584,6/24/23,17:05:00,279000842,ASY,After Second Year,,CP,100,100,0,5,80,5,0,E,100,y,y,n,75,58.5,19.5,7.83,3.2,3.25,,,
CF23D07,AUWA,M,Male,Cloaca,Crowsnest,49.66006,-114.48129,49:39:36,-114:28:53,1584,6/24/23,17:15:00,279000843,ASY,After Second Year,,CP,100,100,20,5,30,20,2,E2,50,y,y,y,75,59,19.29,7.44,3.14,3.09,39.5,26,13.5
CF23D08,AUWA,M,Male,Cloaca,Crowsnest,49.68122,-114.5972,49:40:52,-114:35:50,1565,6/25/23,20:20:00,279000844,ASY,After Second Year,,CP,100,100,0,10,70,0,0,E2,100,y,y,n,76,59,19.26,7.63,3.13,3.2,39,26.5,12.5
CF24D01,AUWA,M,Male,Cloaca,Crowsnest,49.68006,-114.59549,49:40:48,-114:35:44,1558,6/25/23,7:20:00,279000845,ASY,After Second Year,,CP,100,100,10,15,80,0,10,E2,100,y,y,y,78,60,19.56,7.46,3.22,3.23,40,27,13
CF24D02,AUWA,M,Male,Cloaca,Crowsnest,49.68006,-114.59549,49:40:48,-114:35:44,1558,6/25/23,7:20:00,279000846,SY,Second Year,,CP,100,100,5,5,30,0,5,E,50,y,y,n,74,55.5,19.55,7.5,3.34,3.23,38.5,26,12.5
CF24D03,AUWA,M,Male,Cloaca,Crowsnest,49.6783,-114.59433,49:40:42,-114:35:40,1542,6/25/23,7:25:00,279000847,SY,Second Year,,CP,95,100,0,5,20,0,50,E,100,y,y,n,74,57,19.57,7.65,3.41,3.22,37.5,26,11.5
CF24D04,AUWA,M,Male,Cloaca,Crowsnest,49.68006,-114.59549,49:40:48,-114:35:44,1558,6/25/23,8:00:00,279000848,SY,Second Year,,CP,95,100,70,30,70,20,60,E2,100,y,y,y,76.5,58,19.86,7.7,3.43,3.08,38.5,26,12.5
CF24D05,UYRW,M,Male,Cloaca,Crowsnest,49.67566,-114.59303,49:40:32,-114:35:35,1533,6/25/23,9:15:00,279000849,AHY,After Hatching Year,,CP,100,100,40,5,50,50,80,E,100,y,y,n,73,57,19.78,7.48,3.34,3.24,,,
CF24D06,AUWA,M,Male,Cloaca,Crowsnest,49.66834,-114.48026,49:40:06,-114:28:49,1631,6/25/23,10:40:00,279000850,SY,Second Year,,CP,100,100,0,5,15,40,0,E,100,y,y,n,74,55.5,19.88,7.07,3.23,3.22,39.5,26,13.5
