id	Species	Project	Sequenced.previously	Type	extraction.year	Date	Year	State	Location	Latitude	Longitude	Elevation	Time	Band.	Sex	Age	Blood	Fecal	CP	Photo	Measurer	Wing	Tail	Tarsus	Geo	Notes	Additional.Sheets.
SF17T13	MYWA	ADK	Y	Sample	NA	17-Jun	2019	NY	Moose River	43.692571	-74.748685	573	10:24	283030012	F	AHY	Y	Y	0	Cannon	DPT	67	53	17.6		BP-yes
SF17T24	MYWA	ADK	Y	Sample	NA	17-Jun	2019	NY	Moose River	43.673422	-74.708394	594	18:49	283030019	M	AHY	Y	Y	3	Cannon	DPT	72	57	18.2
SF18T04	MYWA	ADK	Y	Sample	NA	18-Jun	2019	NY	Moose River	43.684642	-74.705194	633	6:20	283030024	F	AHY	N	Y	0	Cannon	DPT	68	54	18		BP-Yes
TF18T06	MYWA	ADK	Y	Sample	NA	18-Jun	2020	NY	Moose River	43.68353	-74.738825	583	6:48	283030164	M	AHY	Y	Y	3	Y-Canon	DPT	71	56	18
TF18T07	MYWA	ADK	Y	Sample	NA	18-Jun	2020	NY	Moose River	43.686473	-74.74951	575	8:01	283030165	M	AHY	Y	Y	3	Y-Canon	DPT	75	59	17.9
TF18T11	MYWA	ADK	Y	Sample	NA	18-Jun	2020	NY	Moose River	43.702836	-74.759286	612	9:36	283030169	M	AHY	Y	Y	3	Y-Canon	DPT	74	61	18.3
TF18T14	MYWA	ADK	Y	Sample	NA	18-Jun	2020	NY	Moose River	43.667707	-74.709933	565	17:37	283030172	M	AHY	Y	Y	3	Y-Canon	DPT	73	61	17.5
TF18T16	MYWA	ADK	Y	Sample	NA	18-Jun	2020	NY	Moose River	43.675112	-74.681705	565	19:30	283030174	M	AHY	Y	Y	3	Y-Canon	DPT	70	55	18.6
UF07T04	MYWA	ADK	N	Sample	2021	7-Jun	2021	NY	Moose River	43.702974	-74.759135	619	7:39	285052971	M	AHY	Y	Y	3	Canon	DT	74	59	18.5
UF07T05	MYWA	ADK	N	Sample	2021	7-Jun	2021	NY	Moose River	43.702974	-74.759135	619	7:50	283030169	M	ASY	N	Y	3	Canon	DT	76	62	18.4
UF08T15	MYWA	ADK	N	Sample	2021	8-Jun	2021	NY	Moose River	43.67338	-74.708656	563	17:39	285052996	M	AHY	Y	Y	3	Canon	DT	71	57	18.4
UF09T04	MYWA	ADK	N	Sample	2021	9-Jun	2021	NY	Moose River	43.685808	-74.746419	574	6:38	289043804	M	AHY	Y	Y	3	Canon	DT	70	54	17.9
UF09T06	MYWA	ADK	N	Sample	2021	9-Jun	2021	NY	Moose River	43.685808	-74.746419	574	6:55	289043805	M	AHY	Y	Y	3	Canon	DT	72	55	18.4
UF15T01	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.620948	-111.648349	2697	6:32	289043824	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	77	59	17.6			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF15T02	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.630683	-111.649401	2766	7:20	289043825	M	AHY	Y	Y	3	Y-Toews-Cannon	DPT	78	65	19.1			Additional measurements found in 2021_AUWA_banding_data.xlsx
UF15T03	AUWA	AUWA_SW	N	Sample	2022	15-Jun	2021	UT	Fish Lake	38.633198	-111.651064	2777	8:00	289043826	F	AHY	Y	Y	0	Y-Toews-Cannon	DPT	75	57	19.3		BP=1	Additional measurements found in 2021_AUWA_banding_data.xlsx
